Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
28/01/2015,"16 ROCKLANDS AVE, BALLYBANE, GALWAY",,Galway,40000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"16 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"160 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"160 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"161 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"161 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"162 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"162 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"163 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"164 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"164 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"165 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"166 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"167 Grande Central, Sandyford",Dublin 18,Dublin,278186,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"167 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"168 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"168 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"169 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"17 ALLENDALE GLEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,217000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"17 Castlehill, Rock Road, Carrigaline",,Cork,194000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"17 DONNYBROOK CASTLE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"17 GOURTAMULLEN, KENMARE, KERRY",,Kerry,75000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"17 Kingsfort Manor, BALLINTOGHER, SLIGO",,Sligo,79251,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/01/2015,"17 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"170 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"171 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"172 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"172 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"173 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"174 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"175 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"176 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"176 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"177 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"177 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"177A LOWER RATHMINES RD, RATHMINES, DUBLIN",Dublin 6,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"178 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"179 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"18 Fort Village, Gortnakesh, Cavan",,Cavan,55000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"18 HALLDENE AVE, BISHOPSTOWN, CORK",,Cork,290000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"18 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"18 THE LAWN, FINGLAS, DUBLIN 11",Dublin 11,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"180 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"180 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"181 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"182 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"183 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"184 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"184 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"185 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"186 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"187 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"188 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"189 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"19 LANAHRONE AVE, THE IRISH ESTATES, CORBALLY",,Limerick,257000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"19 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"190 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"190 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"191 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"192 Grande Central, Sandyford",Dublin 18,Dublin,278186,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"192 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"193 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"194 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"195 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"196 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"197 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"198 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"199 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"2 CRYSTAL MEWS, BALLINAANEASHAGH, CORK RD",,Waterford,69000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"2 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"2 O CONNELL SQUARE, EDENDERRY, CO OFFALY",,Offaly,68750,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"2 PARK ROAD, TEMPLEMORE, TIPPERARY",,Tipperary,45000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"2 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"20 BRACKENSTOWN AVE, SWORDS, CO DUBLIN",,Dublin,387000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"20 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"20 South Central, Rockbrook, Sandyford",Dublin 1,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"200 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"201 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"202 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"203 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"204 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"205 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"206 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"207 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"208 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"209 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"21 CLUAIN LIA, BALLYCASEY, SHANNON",,Clare,170000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"21 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"210 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"211 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"212 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"213 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"214 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"215 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"216 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"217 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"218 SEABOURNE VIEW, GREYSTONES, WICKLOW",,Wicklow,225000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"218 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"219 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"22 BARTON DRIVE, RATHFARNHAM, DUBLIN 14",,Dublin,123900,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"22 GRANGE TERRACE, DEANSGRANGE ROAD, DEANSGRANGE",,Dublin,293000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"22 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"22 THE ENCLOSURE, OLDTOWN DEMESNE, NAAS",,Kildare,460000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"220 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"221 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"222 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"223 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"224 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"23 COLLINS DR, FINGLAS DUBLIN 11, DUBLIN",Dublin 11,Dublin,174000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"23 GRANGE COURT, POLLERTON RD, CARLOW",,Carlow,98000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"23 HOLLYMOUNT, CHURCH RD, RAHEEN",,Limerick,230000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"23 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"24 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"24 The Orchard, Chapel Hill, Macroom",,Cork,130837,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2015,"24C CAHERMORE, CAHERMORE, ENNISCHRONE",,Sligo,81500,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"25 BEWLEY ST, NEW ROSS, WEXFORD",,Wexford,25000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"25 BUTTERGATE WAY, MORNINGTON PARK, MORNINGTON",,Meath,170001,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"25 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"25 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"25 THE COURT HOUSE, CARRICK ON SHANNON, CO LEITRIM",,Leitrim,51500,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"256 KEEPER RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,192500,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"26 QUAY STREET, DUNDALK, CO LOUTH",,Louth,47000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"26 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"26 THE HAWTHORNS, DOWSTOWN MANOR, DUNLEEK",,Meath,140000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"27 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"27 THE LODGE, SEABROOK MANOR, STATION RD",Dublin 13,Dublin,136000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"28 LIMA LAWN, MAGAZINE RD, CORK",,Cork,278000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"28 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"29 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"29 STONEPARK ABBEY, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,610000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"3 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"3 Seachnall Abbey, Dunshaughlin",,Meath,290748.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2015,"3 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"30 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"30 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"30 WILLOW RIDGE, OLDTOWN, CO CAVAN",,Cavan,72000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"31 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"31 Meadowville, Birr",,Offaly,168750,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"31 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"31 TUANSGATE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"32 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"33 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"34 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"35 Carraig Geal, Loughrea",,Galway,61674,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2015,"35 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"35 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"36 The Beeches  The Beeches, Archerstown Demesne, Ashbourne  County Meath",,Meath,259911,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2015,"36 THE GABLES, GRANGE VIEW, CLONDALKIN",,Dublin,125000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"37 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"37 ST SAMSONS SQ, BALGRIFFIN, DUBLIN 13",Dublin 13,Dublin,193000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"38 CHAPELWOOD, KILMUCKRIDGE, GOREY",,Wexford,96000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"38 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"39 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"4 CHERRY AVE, CARNDONAGH, DONEGAL",,Donegal,75000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"4 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"4 HYDE PARK, TERENURE, DUBLIN 6W",,Dublin,2000000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"4 Ocean Point, Courtown, GOrey",,Wexford,70000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/01/2015,"4 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"4 THE WILLOWS, CLONGOUR, THURLES",,Tipperary,175000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"40 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"41 Northbrook Avenue, Ranelagh",Dublin 6,Dublin,256938,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"41 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"42 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"42 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"43 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"43 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"44 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"44 ST BRIGIDS SQ, PORTARLINGTON, LAOIS",,Laois,43000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"45 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"45 GROVE ISLAND STUDENT VILLAGE, CORBALLY RD, LIMERICK",,Limerick,85000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"45 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"46 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"46 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"47 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
